Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Power,Temp_diff,Tool_wear_squared
300.5,311.6,1447.0,45.4,204,0,0,0,0,0,0,False,True,False,65693.8,11.100000000000023,41616
300.6,311.7,1448.0,49.1,206,0,0,0,0,0,0,False,True,False,71096.8,11.099999999999966,42436
300.6,311.7,1428.0,52.6,208,0,0,0,0,0,0,False,True,False,75112.8,11.099999999999966,43264
300.6,311.7,1389.0,52.1,210,0,0,0,0,0,0,False,False,True,72366.90000000001,11.099999999999966,44100
300.7,311.7,1635.0,32.4,213,0,0,0,0,0,0,False,True,False,52974.0,11.0,45369
300.7,311.7,1395.0,43.7,215,0,0,0,0,0,0,False,True,False,60961.50000000001,11.0,46225
300.7,311.8,1443.0,43.7,217,0,0,0,0,0,0,False,True,False,63059.100000000006,11.100000000000023,47089
300.7,311.7,1412.0,49.1,219,0,0,0,0,0,0,False,False,True,69329.2,11.0,47961
300.7,311.7,1524.0,43.5,222,0,0,0,0,0,0,False,True,False,66294.0,11.0,49284
300.7,311.8,1407.0,42.4,224,0,0,0,0,0,0,False,False,True,59656.799999999996,11.100000000000023,50176
300.8,311.7,1397.0,43.5,227,0,0,0,0,0,0,False,True,False,60769.5,10.899999999999977,51529
300.7,311.7,1504.0,36.9,229,0,0,0,0,0,0,False,False,True,55497.6,11.0,52441
300.7,311.7,1895.5,18.9,232,1,1,0,0,0,0,False,False,True,35824.95,11.0,53824
300.6,311.7,1553.0,39.8,0,0,0,0,0,0,0,False,True,False,61809.399999999994,11.099999999999966,0
300.6,311.7,1432.0,39.2,2,0,0,0,0,0,0,False,True,False,56134.4,11.099999999999966,4
300.5,311.6,1577.0,36.5,4,0,0,0,0,0,0,False,False,True,57560.5,11.100000000000023,16
300.5,311.5,1370.0,56.1,7,0,0,0,0,0,0,False,False,True,76857.0,11.0,49
300.5,311.6,1506.0,36.2,10,0,0,0,0,0,0,True,False,False,54517.200000000004,11.100000000000023,100
300.6,311.6,1895.5,21.4,15,0,0,0,0,0,0,False,True,False,40563.7,11.0,225
300.6,311.7,1500.0,36.7,17,0,0,0,0,0,0,True,False,False,55050.00000000001,11.099999999999966,289
300.6,311.7,1488.0,47.7,22,0,0,0,0,0,0,False,True,False,70977.6,11.099999999999966,484
300.6,311.5,1282.0,60.2,24,0,0,0,0,0,0,True,False,False,77176.40000000001,10.899999999999977,576
300.5,311.4,1400.0,45.1,29,0,0,0,0,0,0,False,True,False,63140.0,10.899999999999977,841
300.6,311.5,1419.0,38.6,31,0,0,0,0,0,0,False,True,False,54773.4,10.899999999999977,961
300.7,311.5,1441.0,40.6,33,0,0,0,0,0,0,False,False,True,58504.6,10.800000000000011,1089
300.7,311.6,1348.0,62.5,36,0,0,0,0,0,0,False,False,True,84250.0,10.900000000000034,1296
300.8,311.7,1468.0,38.7,39,0,0,0,0,0,0,True,False,False,56811.600000000006,10.899999999999977,1521
300.7,311.7,1701.0,30.8,44,0,0,0,0,0,0,False,False,True,52390.8,11.0,1936
300.7,311.7,1864.0,23.6,47,0,0,0,0,0,0,True,False,False,43990.4,11.0,2209
300.6,311.6,1630.0,31.8,52,0,0,0,0,0,0,False,False,True,51834.0,11.0,2704
300.5,311.5,1316.0,49.7,55,0,0,0,0,0,0,False,True,False,65405.200000000004,11.0,3025
300.5,311.5,1708.0,31.2,57,0,0,0,0,0,0,False,True,False,53289.6,11.0,3249
300.5,311.4,1679.0,27.5,59,0,0,0,0,0,0,True,False,False,46172.5,10.899999999999977,3481
300.5,311.4,1709.0,32.3,64,0,0,0,0,0,0,False,True,False,55200.7,10.899999999999977,4096
300.5,311.4,1445.0,41.5,66,0,0,0,0,0,0,False,True,False,59967.5,10.899999999999977,4356
300.5,311.4,1390.0,51.9,68,0,0,0,0,0,0,False,False,True,72141.0,10.899999999999977,4624
300.4,311.4,1309.0,55.5,71,0,0,0,0,0,0,False,True,False,72649.5,11.0,5041
300.5,311.5,1499.0,37.6,73,0,0,0,0,0,0,False,True,False,56362.4,11.0,5329
300.5,311.4,1895.5,18.8,75,0,0,0,0,0,0,False,False,True,35635.4,10.899999999999977,5625
300.5,311.5,1487.0,43.0,78,0,0,0,0,0,0,False,True,False,63941.0,11.0,6084
300.5,311.5,1302.0,49.6,80,0,0,0,0,0,0,False,True,False,64579.200000000004,11.0,6400
300.5,311.5,1378.0,48.2,82,0,0,0,0,0,0,False,False,True,66419.6,11.0,6724
300.5,311.6,1365.0,53.0,85,0,0,0,0,0,0,False,True,False,72345.0,11.100000000000023,7225
300.6,311.7,1427.0,44.6,87,0,0,0,0,0,0,True,False,False,63644.200000000004,11.099999999999966,7569
300.6,311.7,1535.0,33.3,92,0,0,0,0,0,0,True,False,False,51115.49999999999,11.099999999999966,8464
300.5,311.6,1476.0,41.7,97,0,0,0,0,0,0,True,False,False,61549.200000000004,11.100000000000023,9409
300.5,311.6,1425.0,42.4,102,0,0,0,0,0,0,False,True,False,60420.0,11.100000000000023,10404
300.5,311.7,1409.0,54.7,104,0,0,0,0,0,0,False,True,False,77072.3,11.199999999999989,10816
300.5,311.6,1730.0,30.2,106,0,0,0,0,0,0,False,True,False,52246.0,11.100000000000023,11236
300.5,311.6,1454.0,41.4,108,0,0,0,0,0,0,False,False,True,60195.6,11.100000000000023,11664
300.6,311.7,1744.0,26.9,111,0,0,0,0,0,0,False,True,False,46913.6,11.099999999999966,12321
300.8,311.9,1761.0,29.0,113,0,0,0,0,0,0,False,False,True,51069.0,11.099999999999966,12769
300.7,311.9,1657.0,30.9,116,0,0,0,0,0,0,False,False,True,51201.299999999996,11.199999999999989,13456
300.7,311.8,1420.0,47.0,119,0,0,0,0,0,0,False,True,False,66740.0,11.100000000000023,14161
300.7,311.9,1329.0,59.2,121,0,0,0,0,0,0,True,False,False,78676.8,11.199999999999989,14641
300.6,311.9,1472.0,44.2,126,0,0,0,0,0,0,False,True,False,65062.4,11.299999999999955,15876
300.6,312.0,1566.0,30.1,128,0,0,0,0,0,0,False,True,False,47136.600000000006,11.399999999999977,16384
300.6,312.0,1430.0,42.7,130,0,0,0,0,0,0,False,True,False,61061.00000000001,11.399999999999977,16900
300.6,312.0,1481.0,40.9,132,0,0,0,0,0,0,False,True,False,60572.9,11.399999999999977,17424
300.6,312.0,1670.0,29.4,134,0,0,0,0,0,0,False,True,False,49098.0,11.399999999999977,17956
300.6,312.0,1406.0,55.1,136,0,0,0,0,0,0,False,True,False,77470.6,11.399999999999977,18496
300.6,312.1,1354.0,46.9,138,0,0,0,0,0,0,True,False,False,63502.6,11.5,19044
300.5,312.0,1895.5,19.3,143,0,0,0,0,0,0,False,False,True,36583.15,11.5,20449
300.5,312.0,1263.0,60.8,146,0,0,0,0,0,0,False,False,True,76790.4,11.5,21316
300.5,311.9,1576.0,31.1,149,0,0,0,0,0,0,False,True,False,49013.600000000006,11.399999999999977,22201
300.5,312.0,1453.0,45.1,151,0,0,0,0,0,0,False,True,False,65530.3,11.5,22801
300.5,312.0,1478.0,39.0,153,0,0,0,0,0,0,False,True,False,57642.0,11.5,23409
300.5,311.9,1323.0,57.9,155,0,0,0,0,0,0,False,False,True,76601.7,11.399999999999977,24025
300.5,311.9,1710.0,28.4,158,0,0,0,0,0,0,False,True,False,48564.0,11.399999999999977,24964
300.4,311.7,1314.0,59.5,160,0,0,0,0,0,0,False,True,False,78183.0,11.300000000000011,25600
300.4,311.7,1460.0,39.6,162,0,0,0,0,0,0,False,True,False,57816.0,11.300000000000011,26244
300.4,311.7,1508.0,45.4,164,0,0,0,0,0,0,False,False,True,68463.2,11.300000000000011,26896
300.5,311.8,1331.0,55.3,167,0,0,0,0,0,0,False,False,True,73604.3,11.300000000000011,27889
300.4,311.7,1515.0,47.4,170,0,0,0,0,0,0,False,True,False,71811.0,11.300000000000011,28900
300.4,311.6,1674.0,33.0,172,0,0,0,0,0,0,False,True,False,55242.0,11.200000000000045,29584
300.4,311.7,1444.0,51.2,174,0,0,0,0,0,0,False,True,False,73932.8,11.300000000000011,30276
300.4,311.7,1398.0,42.6,176,0,0,0,0,0,0,False,False,True,59554.8,11.300000000000011,30976
300.4,311.7,1832.0,24.2,179,0,0,0,0,0,0,False,False,True,44334.4,11.300000000000011,32041
300.5,311.8,1591.0,42.0,182,0,0,0,0,0,0,False,False,True,66822.0,11.300000000000011,33124
300.4,311.7,1478.0,39.9,185,0,0,0,0,0,0,False,False,True,58972.2,11.300000000000011,34225
300.4,311.8,1362.0,47.6,188,0,0,0,0,0,0,False,False,True,64831.200000000004,11.400000000000034,35344
300.5,311.8,1368.0,57.9,191,1,0,0,0,1,0,False,True,False,79207.2,11.300000000000011,36481
300.3,311.7,1723.0,28.3,193,0,0,0,0,0,0,False,False,True,48760.9,11.399999999999977,37249
300.4,311.8,1689.0,30.8,196,0,0,0,0,0,0,False,True,False,52021.200000000004,11.400000000000034,38416
300.4,311.8,1272.0,59.2,198,1,0,0,0,1,0,False,True,False,75302.40000000001,11.400000000000034,39204
300.4,311.7,1511.0,33.0,200,0,0,0,0,0,0,False,False,True,49863.0,11.300000000000011,40000
300.4,311.6,1715.0,30.8,203,0,0,0,0,0,0,True,False,False,52822.0,11.200000000000045,41209
300.3,311.5,1400.0,43.8,0,0,0,0,0,0,0,False,False,True,61319.99999999999,11.199999999999989,0
300.4,311.6,1200.0,67.19999999999999,3,1,0,0,1,0,0,False,True,False,80639.99999999999,11.200000000000045,9
300.4,311.7,1555.0,38.7,5,0,0,0,0,0,0,False,False,True,60178.50000000001,11.300000000000011,25
300.3,311.6,1427.0,56.2,8,0,0,0,0,0,0,True,False,False,80197.40000000001,11.300000000000011,64
300.3,311.4,1318.0,52.7,13,0,0,0,0,0,0,False,True,False,69458.6,11.099999999999966,169
300.2,311.4,1319.0,54.6,15,0,0,0,0,0,0,True,False,False,72017.40000000001,11.199999999999989,225
300.2,311.4,1895.5,20.9,20,0,0,0,0,0,0,False,False,True,39615.95,11.199999999999989,400
300.3,311.5,1552.0,38.9,23,0,0,0,0,0,0,False,True,False,60372.799999999996,11.199999999999989,529
300.3,311.5,1548.0,32.2,25,0,0,0,0,0,0,False,True,False,49845.600000000006,11.199999999999989,625
300.3,311.6,1709.0,29.5,27,0,0,0,0,0,0,False,True,False,50415.5,11.300000000000011,729
300.3,311.5,1464.0,41.0,29,0,0,0,0,0,0,True,False,False,60024.0,11.199999999999989,841
300.3,311.4,1759.0,24.8,34,0,0,0,0,0,0,False,True,False,43623.200000000004,11.099999999999966,1156
300.3,311.5,1634.0,31.9,36,0,0,0,0,0,0,False,True,False,52124.6,11.199999999999989,1296
300.3,311.5,1663.0,33.6,38,0,0,0,0,0,0,False,True,False,55876.8,11.199999999999989,1444
300.3,311.5,1445.0,47.3,40,0,0,0,0,0,0,False,False,True,68348.5,11.199999999999989,1600
300.3,311.5,1695.0,25.6,43,0,0,0,0,0,0,False,True,False,43392.0,11.199999999999989,1849
300.4,311.6,1517.0,39.0,45,0,0,0,0,0,0,False,True,False,59163.0,11.200000000000045,2025
300.5,311.7,1811.0,26.8,47,0,0,0,0,0,0,False,True,False,48534.8,11.199999999999989,2209
300.4,311.6,1815.0,23.5,49,0,0,0,0,0,0,False,True,False,42652.5,11.200000000000045,2401
300.4,311.7,1513.0,40.0,51,0,0,0,0,0,0,False,True,False,60520.0,11.300000000000011,2601
300.4,311.6,1518.0,36.4,53,0,0,0,0,0,0,False,False,True,55255.2,11.200000000000045,2809
300.3,311.5,1667.0,28.8,56,0,0,0,0,0,0,False,True,False,48009.6,11.199999999999989,3136
300.3,311.5,1403.0,60.1,58,0,0,0,0,0,0,False,True,False,84320.3,11.199999999999989,3364
300.2,311.5,1383.0,42.1,60,0,0,0,0,0,0,False,True,False,58224.3,11.300000000000011,3600
300.3,311.5,1466.0,46.2,62,0,0,0,0,0,0,False,True,False,67729.2,11.199999999999989,3844
300.3,311.5,1378.0,47.5,64,0,0,0,0,0,0,False,True,False,65455.0,11.199999999999989,4096
300.2,311.5,1547.0,40.9,66,0,0,0,0,0,0,False,False,True,63272.299999999996,11.300000000000011,4356
300.2,311.5,1495.0,38.5,69,0,0,0,0,0,0,False,True,False,57557.5,11.300000000000011,4761
300.1,311.4,1729.0,29.3,71,0,0,0,0,0,0,False,True,False,50659.700000000004,11.299999999999955,5041
300.1,311.4,1418.0,47.7,73,0,0,0,0,0,0,False,True,False,67638.6,11.299999999999955,5329
300.1,311.4,1485.0,40.4,75,0,0,0,0,0,0,True,False,False,59994.0,11.299999999999955,5625
300.1,311.5,1434.0,40.8,80,0,0,0,0,0,0,False,True,False,58507.2,11.399999999999977,6400
300.2,311.6,1415.0,55.8,82,0,0,0,0,0,0,False,False,True,78957.0,11.400000000000034,6724
300.1,311.6,1674.0,29.6,85,0,0,0,0,0,0,True,False,False,49550.4,11.5,7225
300.1,311.5,1454.0,52.4,90,0,0,0,0,0,0,False,True,False,76189.59999999999,11.399999999999977,8100
300.0,311.4,1476.0,39.0,92,0,0,0,0,0,0,False,True,False,57564.0,11.399999999999977,8464
300.0,311.5,1812.0,28.3,94,0,0,0,0,0,0,False,True,False,51279.6,11.5,8836
300.0,311.4,1374.0,41.9,96,0,0,0,0,0,0,False,True,False,57570.6,11.399999999999977,9216
300.1,311.4,1524.0,40.6,98,0,0,0,0,0,0,False,False,True,61874.4,11.299999999999955,9604
300.0,311.4,1383.0,49.6,101,0,0,0,0,0,0,False,True,False,68596.8,11.399999999999977,10201
299.9,311.3,1429.0,58.2,103,0,0,0,0,0,0,False,True,False,83167.8,11.400000000000034,10609
299.8,311.3,1517.0,41.2,105,0,0,0,0,0,0,False,False,True,62500.4,11.5,11025
299.9,311.4,1480.0,44.9,108,0,0,0,0,0,0,False,False,True,66452.0,11.5,11664
299.9,311.4,1706.0,28.8,111,0,0,0,0,0,0,False,True,False,49132.8,11.5,12321
300.0,311.5,1349.0,48.6,113,0,0,0,0,0,0,False,True,False,65561.40000000001,11.5,12769
300.0,311.5,1451.0,49.0,115,0,0,0,0,0,0,False,False,True,71099.0,11.5,13225
299.9,311.4,1627.0,36.7,118,0,0,0,0,0,0,False,True,False,59710.9,11.5,13924
300.0,311.4,1537.0,35.4,120,0,0,0,0,0,0,False,False,True,54409.799999999996,11.399999999999977,14400
300.1,311.5,1895.5,17.0,123,0,0,0,0,0,0,False,True,False,32223.5,11.399999999999977,15129
300.0,311.4,1466.0,39.0,125,0,0,0,0,0,0,False,False,True,57174.0,11.399999999999977,15625
300.0,311.5,1666.0,32.0,128,0,0,0,0,0,0,False,True,False,53312.0,11.5,16384
300.0,311.5,1455.0,41.7,130,0,0,0,0,0,0,False,True,False,60673.50000000001,11.5,16900
300.0,311.4,1895.5,24.6,132,0,0,0,0,0,0,False,True,False,46629.3,11.399999999999977,17424
299.9,311.3,1703.0,28.4,134,0,0,0,0,0,0,False,False,True,48365.2,11.400000000000034,17956
299.8,311.2,1533.0,35.9,137,0,0,0,0,0,0,False,True,False,55034.7,11.399999999999977,18769
299.8,311.3,1785.0,25.4,139,0,0,0,0,0,0,True,False,False,45339.0,11.5,19321
299.8,311.2,1895.5,16.6,144,0,0,0,0,0,0,False,True,False,31465.300000000003,11.399999999999977,20736
299.8,311.2,1369.0,46.2,146,0,0,0,0,0,0,False,True,False,63247.8,11.399999999999977,21316
299.8,311.2,1706.0,29.2,148,0,0,0,0,0,0,False,False,True,49815.2,11.399999999999977,21904
299.9,311.3,1802.0,24.4,151,0,0,0,0,0,0,False,True,False,43968.799999999996,11.400000000000034,22801
299.9,311.3,1413.0,41.8,153,0,0,0,0,0,0,True,False,False,59063.399999999994,11.400000000000034,23409
300.0,311.3,1484.0,53.2,158,0,0,0,0,0,0,False,True,False,78948.8,11.300000000000011,24964
299.9,311.3,1535.0,38.1,160,0,0,0,0,0,0,False,True,False,58483.5,11.400000000000034,25600
299.9,311.2,1579.0,35.5,162,0,0,0,0,0,0,False,False,True,56054.5,11.300000000000011,26244
299.8,311.1,1300.0,64.2,165,0,0,0,0,0,0,False,True,False,83460.0,11.300000000000011,27225
299.8,311.1,1452.0,44.3,167,0,0,0,0,0,0,False,False,True,64323.6,11.300000000000011,27889
299.8,311.1,1562.0,35.7,170,0,0,0,0,0,0,False,False,True,55763.4,11.300000000000011,28900
299.8,311.2,1664.0,28.3,173,0,0,0,0,0,0,False,True,False,47091.200000000004,11.399999999999977,29929
299.9,311.2,1495.0,35.8,175,0,0,0,0,0,0,True,False,False,53520.99999999999,11.300000000000011,30625
300.0,311.4,1533.0,42.6,180,0,0,0,0,0,0,False,False,True,65305.8,11.399999999999977,32400
300.0,311.4,1484.0,37.0,183,0,0,0,0,0,0,False,True,False,54908.0,11.399999999999977,33489
300.0,311.4,1604.0,38.7,185,0,0,0,0,0,0,False,True,False,62074.8,11.399999999999977,34225
300.0,311.4,1483.0,45.6,187,0,0,0,0,0,0,False,True,False,67624.8,11.399999999999977,34969
300.1,311.5,1549.0,34.7,189,0,0,0,0,0,0,False,True,False,53750.3,11.399999999999977,35721
300.1,311.4,1604.0,35.0,191,0,0,0,0,0,0,False,True,False,56140.0,11.299999999999955,36481
300.2,311.5,1685.0,31.0,193,0,0,0,0,0,0,False,True,False,52235.0,11.300000000000011,37249
300.2,311.6,1372.0,49.2,195,0,0,0,0,0,0,False,True,False,67502.40000000001,11.400000000000034,38025
300.3,311.6,1374.0,47.4,197,0,0,0,0,0,0,False,True,False,65127.6,11.300000000000011,38809
300.2,311.6,1606.0,31.0,199,0,0,0,0,0,0,False,True,False,49786.0,11.400000000000034,39601
300.1,311.5,1471.0,47.2,201,0,0,0,0,0,0,False,True,False,69431.2,11.399999999999977,40401
300.1,311.5,1659.0,31.1,203,0,0,0,0,0,0,False,True,False,51594.9,11.399999999999977,41209
300.1,311.7,1400.0,48.5,205,0,0,0,0,0,0,False,False,True,67900.0,11.599999999999966,42025
300.1,311.7,1503.0,42.6,208,0,0,0,0,0,0,False,True,False,64027.8,11.599999999999966,43264
300.2,311.8,1798.0,23.2,210,0,0,0,0,0,0,False,True,False,41713.6,11.600000000000023,44100
300.2,311.6,1608.0,35.0,212,0,0,0,0,0,0,False,False,True,56280.0,11.400000000000034,44944
300.2,311.6,1322.0,50.9,215,0,0,0,0,0,0,False,True,False,67289.8,11.400000000000034,46225
300.2,311.6,1547.0,37.7,217,0,0,0,0,0,0,True,False,False,58321.9,11.400000000000034,47089
300.3,311.7,1374.0,47.9,222,1,1,0,0,0,0,False,False,True,65814.59999999999,11.399999999999977,49284
300.3,311.7,1447.0,36.8,0,0,0,0,0,0,0,False,False,True,53249.6,11.399999999999977,0
300.4,311.7,1373.0,47.2,3,0,0,0,0,0,0,False,True,False,64805.600000000006,11.300000000000011,9
300.3,311.7,1515.0,37.5,5,0,0,0,0,0,0,False,True,False,56812.5,11.399999999999977,25
300.3,311.7,1317.0,56.5,7,0,0,0,0,0,0,False,True,False,74410.5,11.399999999999977,49
300.3,311.8,1551.0,37.2,9,0,0,0,0,0,0,False,True,False,57697.200000000004,11.5,81
300.3,311.8,1592.0,32.1,11,0,0,0,0,0,0,False,False,True,51103.200000000004,11.5,121
300.4,311.8,1433.0,42.2,14,0,0,0,0,0,0,False,True,False,60472.600000000006,11.400000000000034,196
300.5,311.9,1432.0,43.1,16,0,0,0,0,0,0,False,True,False,61719.200000000004,11.399999999999977,256
300.5,311.9,1350.0,51.7,18,0,0,0,0,0,0,False,True,False,69795.0,11.399999999999977,324
300.5,311.9,1370.0,44.8,20,0,0,0,0,0,0,False,False,True,61375.99999999999,11.399999999999977,400
300.5,312.0,1415.0,44.6,23,0,0,0,0,0,0,False,True,False,63109.0,11.5,529
300.5,312.0,1498.0,42.9,25,0,0,0,0,0,0,False,True,False,64264.2,11.5,625
300.5,312.0,1382.0,54.1,27,0,0,0,0,0,0,False,False,True,74766.2,11.5,729
300.5,311.9,1511.0,44.5,30,0,0,0,0,0,0,False,False,True,67239.5,11.399999999999977,900
300.5,311.9,1330.0,59.5,33,0,0,0,0,0,0,False,True,False,79135.0,11.399999999999977,1089
300.5,311.9,1383.0,50.5,35,0,0,0,0,0,0,False,True,False,69841.5,11.399999999999977,1225
300.5,311.9,1431.0,49.4,37,0,0,0,0,0,0,False,True,False,70691.4,11.399999999999977,1369
300.5,312.0,1461.0,38.1,39,0,0,0,0,0,0,False,True,False,55664.1,11.5,1521
300.4,311.9,1438.0,46.7,41,0,0,0,0,0,1,True,False,False,67154.6,11.5,1681
300.5,312.0,1779.0,27.7,46,0,0,0,0,0,0,False,False,True,49278.299999999996,11.5,2116
300.6,312.1,1293.0,52.3,49,0,0,0,0,0,0,False,False,True,67623.9,11.5,2401
300.6,312.2,1308.0,54.7,52,0,0,0,0,0,0,False,True,False,71547.6,11.599999999999966,2704
300.6,312.3,1532.0,37.2,54,0,0,0,0,0,0,False,True,False,56990.4,11.699999999999989,2916
300.7,312.4,1470.0,38.6,56,0,0,0,0,0,0,False,True,False,56742.0,11.699999999999989,3136
300.7,312.3,1548.0,37.9,58,0,0,0,0,0,0,False,True,False,58669.2,11.600000000000023,3364
300.7,312.3,1895.5,24.0,60,0,0,0,0,0,0,False,True,False,45492.0,11.600000000000023,3600
300.7,312.2,1335.0,49.0,62,0,0,0,0,0,0,True,False,False,65415.0,11.5,3844
300.7,312.3,1420.0,53.8,67,0,0,0,0,0,0,False,True,False,76396.0,11.600000000000023,4489
300.7,312.3,1418.0,49.0,69,0,0,0,0,0,0,False,True,False,69482.0,11.600000000000023,4761
300.8,312.3,1535.0,40.3,71,0,0,0,0,0,0,False,False,True,61860.49999999999,11.5,5041
300.7,312.4,1457.0,47.2,74,0,0,0,0,0,0,True,False,False,68770.40000000001,11.699999999999989,5476
300.8,312.4,1493.0,39.1,79,0,0,0,0,0,0,False,True,False,58376.3,11.599999999999966,6241
300.7,312.3,1670.0,27.3,81,0,0,0,0,0,0,True,False,False,45591.0,11.600000000000023,6561
300.7,312.3,1446.0,45.4,86,0,0,0,0,0,0,True,False,False,65648.4,11.600000000000023,7396
300.8,312.4,1465.0,59.1,91,1,0,0,1,0,0,False,True,False,86581.5,11.599999999999966,8281
300.7,312.3,1590.0,36.3,93,0,0,0,0,0,0,False,True,False,57716.99999999999,11.600000000000023,8649
300.6,312.2,1895.5,18.5,95,0,0,0,0,0,0,False,False,True,35066.75,11.599999999999966,9025
300.7,312.4,1590.0,37.9,98,0,0,0,0,0,0,False,True,False,60261.0,11.699999999999989,9604
300.7,312.3,1577.0,33.2,100,0,0,0,0,0,0,False,True,False,52356.4,11.600000000000023,10000
300.7,312.4,1371.0,61.7,102,0,0,0,0,0,0,False,False,True,84590.7,11.699999999999989,10404
300.8,312.4,1767.0,25.6,105,0,0,0,0,0,0,False,True,False,45235.200000000004,11.599999999999966,11025
300.8,312.5,1517.0,39.2,107,0,0,0,0,0,0,False,True,False,59466.4,11.699999999999989,11449
300.9,312.6,1555.0,40.6,109,0,0,0,0,0,0,False,False,True,63133.0,11.700000000000045,11881
300.9,312.7,1416.0,43.8,112,0,0,0,0,0,0,False,True,False,62020.799999999996,11.800000000000011,12544
300.8,312.6,1588.0,35.6,114,0,0,0,0,0,0,False,False,True,56532.8,11.800000000000011,12996
300.8,312.6,1422.0,50.0,117,0,0,0,0,0,0,False,True,False,71100.0,11.800000000000011,13689
300.8,312.6,1376.0,53.6,119,0,0,0,0,0,0,False,True,False,73753.6,11.800000000000011,14161
300.8,312.5,1434.0,50.7,121,0,0,0,0,0,0,False,True,False,72703.8,11.699999999999989,14641
300.8,312.5,1423.0,47.3,123,0,0,0,0,0,0,False,True,False,67307.9,11.699999999999989,15129
300.9,312.4,1364.0,52.5,125,0,0,0,0,0,0,False,True,False,71610.0,11.5,15625
300.8,312.4,1825.0,23.8,127,0,0,0,0,0,0,False,True,False,43435.0,11.599999999999966,16129
300.8,312.4,1365.0,44.5,129,0,0,0,0,0,0,False,True,False,60742.5,11.599999999999966,16641
300.7,312.3,1430.0,47.2,131,0,0,0,0,0,0,False,False,True,67496.0,11.600000000000023,17161
300.8,312.3,1435.0,44.8,134,0,0,0,0,0,0,False,True,False,64287.99999999999,11.5,17956
300.8,312.4,1811.0,25.1,136,0,0,0,0,0,0,False,False,True,45456.100000000006,11.599999999999966,18496
300.8,312.4,1465.0,43.7,139,0,0,0,0,0,0,False,False,True,64020.50000000001,11.599999999999966,19321
300.9,312.4,1372.0,51.0,142,0,0,0,0,0,0,False,True,False,69972.0,11.5,20164
300.8,312.3,1858.0,26.3,144,0,0,0,0,0,0,False,True,False,48865.4,11.5,20736
300.7,312.3,1715.0,26.8,146,0,0,0,0,0,0,False,True,False,45962.0,11.600000000000023,21316
300.7,312.2,1590.0,38.5,148,0,0,0,0,0,0,False,True,False,61215.0,11.5,21904
300.8,312.2,1664.0,25.7,150,0,0,0,0,0,0,False,False,True,42764.799999999996,11.399999999999977,22500
300.7,312.1,1512.0,36.9,153,0,0,0,0,0,0,False,True,False,55792.799999999996,11.400000000000034,23409
300.7,312.1,1498.0,44.0,155,0,0,0,0,0,0,False,True,False,65912.0,11.400000000000034,24025
300.7,312.1,1395.0,41.9,157,0,0,0,0,0,0,False,True,False,58450.5,11.400000000000034,24649
300.7,312.1,1490.0,43.1,159,0,0,0,0,0,0,True,False,False,64219.0,11.400000000000034,25281
300.8,312.1,1527.0,35.1,164,0,0,0,0,0,0,True,False,False,53597.700000000004,11.300000000000011,26896
300.8,312.1,1512.0,37.1,169,0,0,0,0,0,0,False,True,False,56095.200000000004,11.300000000000011,28561
300.9,312.1,1474.0,42.4,171,0,0,0,0,0,0,False,True,False,62497.6,11.200000000000045,29241
300.8,312.1,1505.0,41.3,173,0,0,0,0,0,0,False,True,False,62156.49999999999,11.300000000000011,29929
300.8,312.0,1496.0,40.0,175,0,0,0,0,0,0,False,True,False,59840.0,11.199999999999989,30625
300.8,312.0,1382.0,49.3,177,0,0,0,0,0,0,False,True,False,68132.59999999999,11.199999999999989,31329
300.7,311.9,1419.0,47.7,179,0,0,0,0,0,0,False,True,False,67686.3,11.199999999999989,32041
300.7,311.9,1462.0,39.7,181,0,0,0,0,0,0,False,True,False,58041.4,11.199999999999989,32761
300.8,312.0,1450.0,45.0,183,0,0,0,0,0,0,False,False,True,65250.0,11.199999999999989,33489
300.7,311.9,1389.0,46.5,186,0,0,0,0,0,0,True,False,False,64588.5,11.199999999999989,34596
300.7,311.9,1697.0,28.2,191,0,0,0,0,0,0,False,False,True,47855.4,11.199999999999989,36481
300.7,311.9,1335.0,57.1,194,1,0,0,0,1,0,False,True,False,76228.5,11.199999999999989,37636
300.7,311.9,1476.0,42.0,196,0,0,0,0,0,0,False,True,False,61992.0,11.199999999999989,38416
300.6,311.7,1497.0,43.6,198,0,0,0,0,0,0,False,True,False,65269.200000000004,11.099999999999966,39204
300.6,311.6,1669.0,29.2,200,0,0,0,0,0,0,False,False,True,48734.799999999996,11.0,40000
300.6,311.6,1455.0,48.0,203,0,0,0,0,0,0,False,True,False,69840.0,11.0,41209
300.7,311.7,1499.0,38.4,205,0,0,0,0,0,0,False,True,False,57561.6,11.0,42025
300.7,311.8,1478.0,41.9,207,0,0,0,0,0,0,False,True,False,61928.2,11.100000000000023,42849
300.8,311.8,1895.5,21.8,209,0,0,0,0,0,0,False,True,False,41321.9,11.0,43681
300.8,311.9,1621.0,28.3,211,0,0,0,0,0,0,False,False,True,45874.3,11.099999999999966,44521
300.8,311.9,1356.0,44.3,214,0,0,0,0,0,0,False,False,True,60070.799999999996,11.099999999999966,45796
300.8,311.7,1490.0,46.4,217,0,0,0,0,0,0,False,True,False,69136.0,10.899999999999977,47089
300.8,311.7,1578.0,31.4,219,0,0,0,0,0,0,False,True,False,49549.2,10.899999999999977,47961
